bailable,energia,valencia,popularidad,tempo,genero
0.71,0.925,0.93,51,118.024,0
0.856,0.609,0.928,82,114.988,0
0.636,0.741,0.53,62,88.999,0
0.627,0.81,0.409,61,119.98,0
0.746,0.767,0.773,66,94.007,0
0.611,0.52,0.771,77,159.927,0
0.637,0.843,0.434,20,109.012,0
0.689,0.702,0.484,76,99.031,0
0.541,0.485,0.369,75,136.956,0
0.566,0.664,0.437,80,128.945,0
0.378,0.388,0.188,79,72.293,0
0.771,0.671,0.714,86,85.026,0
0.587,0.583,0.15,71,139.92,0
0.873,0.495,0.546,71,106.033,0
0.657,0.768,0.759,88,75.025,0
0.653,0.737,0.763,16,99.033,0
0.509,0.495,0.684,49,112.893,0
0.603,0.828,0.551,50,77.5,0
0.699,0.529,0.121,74,119.987,0
0.63,0.934,0.905,72,89.992,0
0.658,0.837,0.936,70,126.015,0
0.571,0.932,0.864,14,150.014,0
0.712,0.835,0.741,64,153.956,0
0.758,0.554,0.783,69,126.986,0
0.558,0.916,0.85,67,142.984,0
0.576,0.86,0.594,59,87.461,0
0.738,0.934,0.547,56,104.97,0
0.414,0.806,0.77,33,96.044,0
0.577,0.906,0.692,58,152.946,0
0.699,0.827,0.819,55,109.971,0
0.638,0.884,0.541,51,130.034,0
0.766,0.576,0.744,55,122.975,0
0.473,0.933,0.255,51,122.014,0
0.518,0.861,0.457,66,141.986,0
0.676,0.861,0.681,58,124.031,0
0.522,0.682,0.529,55,111.902,0
0.64,0.852,0.793,70,122.902,0
0.766,0.739,0.751,62,110.018,0
0.771,0.635,0.742,56,124.024,0
0.547,0.948,0.892,52,168.98,0
0.581,0.922,0.596,60,118.408,0
0.632,0.638,0.574,68,121.868,0
0.906,0.382,0.391,78,104.025,0
0.435,0.837,0.778,68,124.913,0
0.504,0.821,0.458,66,155.131,0
0.562,0.964,0.41,62,138.063,0
0.55,0.938,0.433,59,133.99,0
0.268,0.742,0.416,75,159.779,0
0.694,0.719,0.972,59,126.212,0
0.668,0.857,0.748,66,131.959,0
0.642,0.873,0.662,68,82.002,0
0.569,0.957,0.702,61,154.071,0
0.544,0.873,0.676,61,140.902,0
0.764,0.887,0.721,68,118.421,0
0.583,0.955,0.661,46,103.06,0
0.749,0.484,0.939,66,167.084,0
0.546,0.837,0.402,64,124.007,0
0.653,0.826,0.669,58,122.055,0
0.798,0.733,0.861,74,146.046,0
0.555,0.423,0.257,62,137.044,0
0.562,0.879,0.602,60,107.026,0
0.529,0.398,0.567,55,99.714,0
0.837,0.565,0.73,41,113.021,0
0.638,0.478,0.471,39,156.112,0
0.659,0.712,0.202,61,101.034,0
0.648,0.727,0.689,66,160.024,0
0.412,0.696,0.376,61,87.622,0
0.723,0.504,0.551,78,133.975,0
0.802,0.716,0.597,16,114.003,0
0.876,0.578,0.694,33,119.991,0
0.58,0.803,0.831,12,171.086,0
0.411,0.708,0.604,38,140.887,0
0.804,0.549,0.672,28,143.975,0
0.77,0.544,0.504,14,111.97,0
0.806,0.439,0.489,52,131.056,0
0.606,0.475,0.36,42,87.987,0
0.292,0.351,0.0658,59,164.252,0
0.574,0.581,0.368,45,111.901,0
0.594,0.618,0.368,24,149.978,0
0.713,0.71,0.672,31,156.01,0
0.545,0.743,0.312,34,118.03,0
0.871,0.443,0.779,40,127.974,0
0.794,0.827,0.331,29,111.972,0
0.758,0.509,0.667,32,141.024,0
0.435,0.427,0.154,51,84.639,0
0.561,0.631,0.223,24,195.952,0
0.598,0.721,0.34,55,175.981,0
0.619,0.146,0.288,58,139.533,0
0.7,0.827,0.546,31,113.981,0
0.648,0.647,0.895,53,88.988,0
0.661,0.772,0.186,61,146.002,0
0.652,0.456,0.735,23,120.021,0
0.778,0.738,0.626,66,162.132,0
0.731,0.65,0.605,82,154.968,0
0.808,0.342,0.486,44,91.987,0
0.609,0.842,0.792,45,100.078,0
0.691,0.453,0.465,60,126.049,0
0.769,0.554,0.764,57,104.058,0
0.51,0.675,0.439,56,180.094,0
0.84,0.459,0.505,36,132.983,0
0.732,0.667,0.521,52,114.966,0
0.782,0.478,0.536,42,95.073,0
0.737,0.369,0.494,34,129.988,0
0.699,0.663,0.379,74,94.042,0
0.699,0.672,0.257,38,120.001,0
0.715,0.52,0.306,47,104.066,0
0.76,0.716,0.58,51,111.004,0
0.55,0.808,0.497,63,137.935,0
0.555,0.834,0.475,38,169.955,0
0.708,0.496,0.412,73,128.914,0
0.652,0.544,0.252,29,129.932,0
0.636,0.642,0.609,46,125.006,0
0.535,0.562,0.35,29,90.076,0
0.757,0.673,0.482,19,107.178,0
0.679,0.485,0.709,48,92.007,0
0.597,0.319,0.43,32,80.014,0
0.519,0.578,0.683,36,115.032,0
0.766,0.522,0.526,37,89.98,0
0.336,0.602,0.299,72,161.01,0
0.605,0.902,0.875,63,132.612,0
0.587,0.696,0.701,65,137.087,0
0.622,0.469,0.679,76,77.019,0
0.751,0.834,0.894,76,95.053,0
0.696,0.893,0.573,62,97.954,0
0.56,0.825,0.268,76,94.931,0
0.564,0.714,0.33,79,175.924,0
0.527,0.834,0.422,70,110.065,0
0.467,0.919,0.706,59,169.987,0
0.467,0.694,0.308,59,88.902,0
0.547,0.723,0.377,60,102.003,0
0.531,0.827,0.801,56,183.977,0
0.706,0.915,0.872,55,114.992,0
0.667,0.659,0.575,61,89.128,0
0.57,0.747,0.808,62,164.004,0
0.762,0.661,0.769,77,130.009,0
0.752,0.836,0.519,61,120.003,0
0.749,0.779,0.739,48,118.936,0
0.526,0.818,0.896,69,171.957,0
0.534,0.731,0.917,44,100.064,0
0.906,0.63,0.342,70,122.458,0
0.644,0.599,0.941,17,111.829,0
0.8,0.964,0.699,47,130.083,0
0.761,0.718,0.876,56,120.12,0
0.651,0.946,0.508,13,91.911,0
0.827,0.747,0.969,11,122.984,0
0.755,0.832,0.735,15,120.032,0
0.447,0.694,0.509,72,175.868,0
0.852,0.911,0.847,22,131.028,0
0.87,0.876,0.861,54,104.985,0
0.95,0.731,0.574,53,126.998,0
0.762,0.692,0.397,69,114.906,0
0.898,0.813,0.771,57,126.986,0
0.826,0.663,0.214,42,122.019,0
0.647,0.792,0.351,55,122.432,0
0.683,0.789,0.456,28,124.023,0
0.688,0.595,0.359,23,119.946,0
0.776,0.759,0.52,11,122.003,0
0.671,0.8,0.809,10,127.961,0
0.882,0.887,0.657,52,124.81,0
0.804,0.877,0.635,34,124.992,0
0.688,0.925,0.623,24,123.984,0
0.675,0.828,0.669,67,122.229,0
0.876,0.669,0.682,14,124.007,0
0.677,0.89,0.622,57,96.009,0
0.884,0.657,0.489,10,107.059,0
0.562,0.903,0.791,66,132.009,0
0.821,0.676,0.559,14,119.012,0
0.646,0.891,0.106,39,142.024,0
0.73,0.703,0.595,76,138.113,0
0.912,0.716,0.377,69,94.981,0
0.693,0.604,0.651,80,75.014,0
0.683,0.53,0.645,74,75.016,0
0.594,0.721,0.253,73,128.942,0
0.748,0.406,0.811,58,100.034,0
0.59,0.565,0.0519,50,131.76,0
0.874,0.54,0.723,46,156.941,0
0.799,0.794,0.524,67,106.031,0
0.569,0.614,0.122,52,119.764,0
0.58,0.48,0.262,49,123.801,0
0.687,0.793,0.622,41,112.057,0
0.652,0.703,0.485,55,134.066,0
0.566,0.769,0.385,75,170.036,0
0.694,0.453,0.24,39,110.909,0
0.848,0.601,0.737,36,114.045,0
0.8,0.535,0.451,67,92.027,0
0.831,0.485,0.627,39,80.02,0
0.654,0.312,0.304,36,119.9,0
0.336,0.231,0.431,35,168.724,0
0.747,0.458,0.47,76,75.029,0
0.287,0.364,0.11,73,103.777,0
0.726,0.554,0.335,84,169.999,0
0.835,0.756,0.809,55,153.988,0
0.721,0.459,0.46,70,119.914,0
0.876,0.55,0.702,44,99.046,0
0.604,0.45,0.531,36,100.347,0
0.513,0.69,0.777,57,96.881,0
0.637,0.849,0.699,53,120.052,0
0.534,0.797,0.72,52,179.981,0
0.706,0.728,0.851,69,121.017,0
0.536,0.768,0.545,73,77.217,0
0.584,0.641,0.353,57,88.033,0
0.713,0.707,0.638,40,124.984,0
0.631,0.85,0.612,38,127.983,0
0.555,0.8,0.801,55,174.007,0
0.59,0.903,0.542,61,107.023,0
0.691,0.877,0.968,59,161.935,0
0.819,0.683,0.671,47,112.007,0
0.812,0.67,0.439,61,137.038,0
0.601,0.759,0.475,52,102.006,0
0.426,0.953,0.678,51,169.93,0
0.585,0.911,0.781,64,163.933,0
0.735,0.874,0.715,55,126.053,0
0.588,0.698,0.631,53,125.004,0
0.369,0.96,0.539,39,169.991,0
0.61,0.944,0.916,50,150.056,0
0.724,0.782,0.797,50,128.01,0
0.513,0.496,0.676,67,113.072,0
0.798,0.904,0.966,58,135.008,0
0.804,0.88,0.682,60,104.111,0
0.615,0.898,0.485,34,140.117,0
0.482,0.945,0.626,52,160.792,0
0.827,0.761,0.703,58,131.996,0
0.356,0.611,0.393,53,129.385,0
0.692,0.797,0.763,54,125.023,0
0.658,0.733,0.198,58,103.969,0
0.833,0.805,0.5,30,114.996,0
0.588,0.853,0.598,21,125.007,0
0.757,0.871,0.394,53,124.05,0
0.822,0.786,0.58,43,114.95,0
0.855,0.891,0.951,32,105.007,0
0.692,0.662,0.854,27,119.913,0
0.613,0.889,0.335,39,131.936,0
0.8,0.882,0.964,59,129.94,0
0.599,0.888,0.833,57,121.05,0
0.762,0.863,0.965,59,106.008,0
0.867,0.857,0.402,68,130.048,0
0.601,0.642,0.302,38,125.999,0
0.628,0.676,0.75,74,85.984,0
0.608,0.269,0.389,66,126.372,0
0.447,0.546,0.368,55,172.32,0
0.512,0.754,0.336,77,147.89,0
0.632,0.784,0.278,53,100.019,0
0.817,0.733,0.833,63,127.056,0
0.781,0.738,0.968,50,130.008,0
0.421,0.873,0.63,78,84.803,0
0.822,0.865,0.169,60,128.017,0
0.732,0.945,0.636,54,127.949,0
0.719,0.753,0.577,34,98.016,0
0.743,0.72,0.519,66,163.99,0
0.722,0.63,0.519,60,150.023,0
0.826,0.612,0.756,68,120.057,0
0.704,0.486,0.491,16,130.047,0
0.83,0.546,0.61,46,120.975,0
0.703,0.867,0.546,65,128.008,0
0.658,0.56,0.854,84,161.994,0
0.504,0.785,0.502,74,173.968,0
0.706,0.841,0.861,55,132.032,0
0.602,0.658,0.268,80,145.031,0
0.766,0.709,0.506,68,128.07,0
0.839,0.804,0.888,69,122.973,0
0.807,0.887,0.961,70,134.052,0
0.684,0.71,0.451,69,93.007,0
0.494,0.951,0.441,69,160.025,0
0.673,0.683,0.713,68,171.86,0
0.72,0.861,0.669,71,126.991,0
0.616,0.869,0.473,72,127.966,0
0.791,0.713,0.514,68,130.012,0
0.832,0.87,0.566,66,138.003,0
0.682,0.889,0.827,61,138.021,0
0.683,0.795,0.744,46,89.509,0
0.532,0.807,0.759,54,87.183,0
0.627,0.8,0.912,71,175.815,0
0.667,0.954,0.807,71,114.0,0
0.802,0.904,0.961,66,128.931,0
0.694,0.709,0.566,53,114.966,0
0.653,0.828,0.898,42,129.989,0
0.736,0.817,0.653,71,119.95,0
0.793,0.832,0.872,71,107.661,0
0.408,0.582,0.365,70,114.926,0
0.659,0.857,0.798,68,106.965,0
0.578,0.788,0.346,41,105.023,0
0.512,0.757,0.329,39,116.016,0
0.542,0.811,0.58,56,120.477,0
0.71,0.719,0.626,12,115.964,0
0.357,0.544,0.146,45,114.957,0
0.691,0.511,0.238,34,124.996,0
0.662,0.346,0.397,20,126.967,0
0.575,0.885,0.217,34,115.007,0
0.49,0.607,0.377,23,95.986,0
0.682,0.753,0.929,25,120.038,0
0.612,0.824,0.543,39,92.513,0
0.643,0.749,0.309,34,112.492,0
0.562,0.702,0.331,38,102.043,0
0.538,0.63,0.57,12,80.984,0
0.625,0.633,0.613,18,162.063,0
0.629,0.776,0.485,36,119.98,0
0.631,0.871,0.903,41,125.994,0
0.683,0.535,0.935,23,112.966,0
0.449,0.625,0.356,37,123.069,0
0.458,0.742,0.248,36,94.785,0
0.464,0.586,0.237,24,89.875,0
0.512,0.613,0.324,23,120.0,0
0.301,0.906,0.361,19,150.109,0
0.661,0.754,0.492,44,123.989,0
0.487,0.431,0.222,18,88.874,0
0.759,0.682,0.466,33,108.941,0
0.628,0.847,0.609,20,149.959,0
0.618,0.756,0.487,29,103.066,0
0.641,0.877,0.764,18,125.998,0
0.446,0.793,0.47,14,189.891,0
0.735,0.451,0.0862,22,117.973,0
0.568,0.936,0.605,67,91.009,0
0.636,0.832,0.677,70,175.015,0
0.71,0.73,0.48,10,99.986,0
0.696,0.817,0.782,76,98.064,0
0.548,0.65,0.557,71,144.937,0
0.64,0.533,0.515,78,99.968,0
0.747,0.701,0.589,63,100.012,0
0.614,0.722,0.26,47,103.885,0
0.799,0.783,0.586,65,127.041,0
0.567,0.813,0.114,11,126.044,0
0.675,0.578,0.514,51,69.399,0
0.645,0.669,0.568,56,100.052,0
0.432,0.781,0.197,76,139.432,0
0.51,0.891,0.408,19,128.006,0
0.709,0.616,0.576,50,91.921,0
0.539,0.651,0.474,22,105.159,0
0.754,0.779,0.41,55,116.003,0
0.568,0.656,0.364,78,100.049,0
0.487,0.778,0.584,46,100.039,0
0.766,0.674,0.214,69,121.012,0
0.781,0.768,0.486,84,123.07,0
0.531,0.854,0.456,72,94.419,0
0.663,0.675,0.176,20,101.004,0
0.625,0.576,0.297,61,121.915,0
0.737,0.714,0.608,71,102.046,0
0.758,0.602,0.519,51,155.038,0
0.638,0.729,0.506,53,75.029,0
0.775,0.872,0.379,71,122.994,0
0.744,0.71,0.652,63,119.945,0
0.648,0.699,0.371,12,105.05,0
0.719,0.703,0.72,46,101.984,0
0.67,0.672,0.643,53,165.075,0
0.588,0.821,0.509,70,188.098,0
0.452,0.685,0.305,72,76.986,0
0.75,0.832,0.277,36,118.005,0
0.571,0.763,0.211,60,99.953,0
0.599,0.733,0.534,83,102.211,0
0.609,0.674,0.315,79,90.009,0
0.61,0.725,0.291,13,146.163,0
0.494,0.767,0.112,60,125.506,0
0.618,0.754,0.485,59,148.013,0
0.7,0.872,0.761,79,125.03,0
0.714,0.474,0.376,11,62.484,0
0.573,0.881,0.419,51,128.926,0
0.721,0.691,0.343,49,118.018,0
0.487,0.797,0.683,46,167.952,0
0.574,0.728,0.266,78,125.047,0
0.716,0.533,0.502,59,91.995,0
0.506,0.611,0.285,38,68.443,0
0.822,0.611,0.567,54,105.052,0
0.767,0.633,0.448,44,120.031,0
0.611,0.602,0.624,70,168.154,0
0.494,0.637,0.1,21,147.924,0
0.892,0.507,0.695,72,143.96,0
0.44,0.87,0.326,24,172.047,0
0.757,0.884,0.398,69,120.012,0
0.775,0.585,0.518,75,109.942,0
0.579,0.886,0.399,45,102.993,0
0.367,0.915,0.365,68,110.169,0
0.466,0.747,0.43,66,92.161,0
0.757,0.672,0.382,77,111.996,0
0.648,0.931,0.744,12,153.649,0
0.656,0.717,0.253,43,129.867,0
0.811,0.699,0.733,66,122.987,0
0.813,0.627,0.801,18,130.011,0
0.67,0.939,0.264,55,127.946,0
0.596,0.73,0.525,71,85.979,0
0.666,0.876,0.552,69,129.884,0
0.503,0.843,0.778,60,128.63,0
0.616,0.811,0.913,71,159.929,0
0.579,0.268,0.321,21,205.903,0
0.761,0.933,0.836,65,122.959,0
0.696,0.76,0.556,37,113.008,0
0.72,0.824,0.572,40,101.0,0
0.73,0.605,0.519,31,167.994,0
0.647,0.596,0.173,27,125.038,0
0.385,0.643,0.13,26,79.508,0
0.518,0.837,0.306,26,193.964,0
0.674,0.714,0.524,26,93.987,0
0.422,0.231,0.183,25,139.238,0
0.879,0.516,0.933,19,94.025,0
0.779,0.571,0.463,23,120.003,0
0.426,0.828,0.333,33,169.992,0
0.54,0.783,0.311,31,122.967,0
0.783,0.373,0.483,18,127.522,0
0.696,0.692,0.897,17,133.973,0
0.819,0.663,0.847,28,140.024,0
0.495,0.752,0.443,18,127.003,0
0.747,0.877,0.752,68,107.991,0
0.486,0.652,0.391,77,113.055,0
0.71,0.869,0.59,32,125.991,0
0.636,0.905,0.705,54,99.059,0
0.891,0.486,0.239,74,125.01,0
0.829,0.792,0.758,71,118.05,0
0.624,0.876,0.781,80,99.943,0
0.447,0.848,0.485,71,172.247,0
0.721,0.626,0.261,55,132.01,0
0.365,0.692,0.372,16,89.998,0
0.64,0.635,0.475,75,100.034,0
0.49,0.743,0.363,77,89.974,0
0.704,0.793,0.412,64,127.96,0
0.616,0.789,0.621,66,83.066,0
0.643,0.718,0.524,27,100.152,0
0.517,0.722,0.474,43,127.936,0
0.556,0.817,0.423,46,109.999,0
0.631,0.649,0.421,68,93.95,0
0.659,0.794,0.852,24,128.041,0
0.669,0.684,0.466,49,96.097,0
0.597,0.842,0.484,35,127.924,0
0.671,0.826,0.774,64,123.986,0
0.723,0.87,0.678,66,129.952,0
0.668,0.829,0.648,58,127.0,0
0.519,0.814,0.381,38,127.968,0
0.694,0.918,0.413,12,125.076,0
0.816,0.679,0.717,19,118.017,0
0.851,0.721,0.613,35,126.038,0
0.55,0.712,0.373,37,145.168,0
0.672,0.291,0.417,39,100.961,0
0.859,0.413,0.697,52,115.035,0
0.763,0.609,0.287,37,102.525,0
0.641,0.673,0.644,56,167.978,0
0.843,0.433,0.161,54,106.028,0
0.74,0.546,0.375,55,130.028,0
0.436,0.847,0.575,44,159.953,0
0.62,0.742,0.252,57,128.41,0
0.667,0.465,0.34,53,123.883,0
0.498,0.78,0.657,47,156.772,0
0.586,0.411,0.31,41,90.005,0
0.612,0.821,0.585,38,155.893,0
0.621,0.722,0.451,48,94.985,0
0.763,0.901,0.762,40,119.968,0
0.753,0.647,0.274,36,119.994,0
0.578,0.777,0.65,45,205.749,0
0.731,0.955,0.49,31,123.939,0
0.572,0.629,0.478,39,120.037,0
0.678,0.913,0.777,34,159.923,0
0.651,0.769,0.8,38,129.988,0
0.761,0.92,0.587,41,139.966,0
0.719,0.796,0.733,38,119.958,0
0.402,0.482,0.66,30,190.032,0
0.397,0.506,0.388,37,85.915,0
0.953,0.811,0.695,33,120.021,0
0.756,0.704,0.9,42,119.926,0
0.326,0.0879,0.0467,30,120.554,0
0.653,0.898,0.963,39,144.973,0
0.437,0.414,0.268,31,183.25,0
0.684,0.701,0.709,35,199.985,0
0.242,0.0692,0.128,30,182.616,0
0.733,0.876,0.63,40,112.981,0
0.666,0.897,0.701,37,120.064,0
0.634,0.925,0.753,30,113.994,0
0.818,0.799,0.325,31,103.07,0
0.656,0.636,0.692,27,119.709,0
0.728,0.811,0.705,64,114.995,0
0.738,0.814,0.483,57,119.041,0
0.661,0.651,0.368,68,87.46,0
0.735,0.463,0.526,51,147.965,0
0.76,0.579,0.975,64,99.979,0
0.902,0.934,0.867,72,150.029,0
0.485,0.928,0.348,63,160.165,0
0.542,0.879,0.118,61,159.888,0
0.68,0.983,0.263,57,149.829,0
0.491,0.617,0.17,63,126.816,0
0.748,0.911,0.273,45,108.046,0
0.573,0.781,0.343,77,139.934,0
0.591,0.9,0.284,32,127.931,0
0.703,0.551,0.202,42,120.003,0
0.691,0.821,0.759,58,104.961,0
0.637,0.68,0.528,25,140.042,0
0.739,0.722,0.492,61,121.978,0
0.686,0.817,0.474,60,121.996,0
0.593,0.569,0.3,56,149.908,0
0.809,0.463,0.364,15,111.98,0
0.651,0.663,0.465,80,102.0,0
0.209,0.418,0.123,81,138.265,0
0.49,0.914,0.241,56,100.1,0
0.604,0.687,0.119,62,106.896,0
0.956,0.795,0.841,70,121.294,0
0.832,0.659,0.674,71,100.163,0
0.794,0.811,0.862,76,116.047,0
0.527,0.835,0.654,80,125.983,0
0.639,0.843,0.317,66,135.002,0
0.569,0.785,0.303,69,128.031,0
0.722,0.799,0.886,53,122.012,0
0.624,0.911,0.135,59,122.902,0
0.644,0.664,0.53,64,124.726,0
0.535,0.951,0.444,63,120.72,0
0.748,0.414,0.239,65,97.646,0
0.707,0.628,0.87,16,187.548,0
0.847,0.89,0.714,39,118.989,0
0.655,0.632,0.447,73,120.113,0
0.847,0.678,0.811,52,97.984,0
0.489,0.505,0.337,76,163.255,0
0.886,0.478,0.504,57,118.02,0
0.908,0.517,0.471,33,136.019,0
0.712,0.914,0.566,61,125.873,0
0.741,0.845,0.926,76,129.939,0
0.649,0.889,0.299,32,123.99,0
0.557,0.876,0.368,60,140.012,0
0.652,0.81,0.541,54,76.026,0
0.766,0.693,0.714,40,90.024,0
0.765,0.694,0.394,42,91.992,0
0.577,0.833,0.166,61,104.957,0
0.706,0.583,0.217,43,104.954,0
0.477,0.379,0.596,39,100.847,0
0.69,0.614,0.28,44,77.734,0
0.521,0.637,0.433,52,80.023,0
0.818,0.497,0.814,62,102.042,0
0.62,0.682,0.706,64,145.386,0
0.63,0.888,0.561,52,141.019,0
0.639,0.796,0.457,55,94.189,0
0.718,0.805,0.36,74,132.995,0
0.667,0.635,0.478,71,98.011,0
0.795,0.789,0.535,71,149.961,0
0.628,0.821,0.465,78,93.001,0
0.661,0.419,0.145,73,144.98,0
0.669,0.392,0.0595,50,148.064,0
0.642,0.683,0.584,77,154.881,0
0.391,0.396,0.199,81,99.112,0
0.51,0.882,0.653,73,154.029,0
0.734,0.607,0.518,70,90.023,0
0.549,0.656,0.594,68,180.043,0
0.662,0.587,0.503,45,169.088,0
0.348,0.478,0.358,40,174.973,0
0.533,0.824,0.389,59,155.07,0
0.612,0.536,0.603,61,132.251,0
0.399,0.599,0.0911,63,73.051,0
0.715,0.773,0.488,38,89.881,0
0.732,0.594,0.676,62,107.996,0
0.665,0.852,0.569,28,105.164,0
0.689,0.338,0.568,68,128.012,0
0.676,0.787,0.499,59,139.958,0
0.517,0.702,0.244,61,176.088,0
0.824,0.538,0.352,67,110.879,0
0.752,0.883,0.509,60,122.026,0
0.608,0.938,0.436,39,134.198,0
0.54,0.381,0.343,74,155.882,0
0.498,0.493,0.293,37,180.066,0
0.66,0.881,0.949,49,122.244,0
0.634,0.858,0.237,48,123.991,0
0.667,0.592,0.814,31,89.997,0
0.604,0.823,0.54,19,130.518,0
0.757,0.835,0.551,14,124.989,0
0.626,0.455,0.928,18,143.132,0
0.282,0.428,0.0392,53,83.608,0
0.487,0.453,0.44,32,147.347,0
0.679,0.77,0.843,45,184.047,0
0.702,0.754,0.387,29,124.011,0
0.763,0.714,0.503,49,116.029,0
0.862,0.468,0.737,41,132.03,0
0.652,0.708,0.605,29,133.034,0
0.951,0.736,0.558,39,121.075,0
0.618,0.886,0.779,38,115.082,0
0.663,0.669,0.834,14,131.12,0
0.809,0.904,0.201,48,125.002,0
0.655,0.761,0.59,18,90.017,0
0.366,0.86,0.286,33,137.427,0
0.648,0.635,0.741,14,106.063,0
0.634,0.837,0.129,34,129.142,0
0.549,0.502,0.164,15,108.839,0
0.653,0.467,0.493,42,117.357,0
0.425,0.752,0.417,29,94.131,0
0.76,0.432,0.565,15,123.01,0
0.526,0.909,0.32,43,129.967,0
0.446,0.869,0.344,45,175.895,0
0.564,0.795,0.49,36,122.719,0
0.809,0.685,0.231,45,123.498,0
0.746,0.668,0.625,50,126.007,0
0.607,0.892,0.302,33,137.906,0
0.616,0.6,0.671,38,107.001,0
0.296,0.764,0.144,56,143.89,0
0.684,0.697,0.761,10,96.992,0
0.694,0.608,0.271,31,123.998,0
0.877,0.878,0.839,12,117.906,0
0.78,0.953,0.415,43,110.449,0
0.865,0.726,0.108,20,122.008,0
0.679,0.924,0.202,51,126.988,0
0.618,0.94,0.96,29,155.949,0
0.741,0.655,0.633,39,106.994,0
0.54,0.673,0.181,40,129.036,0
0.605,0.333,0.0961,14,119.973,0
0.701,0.575,0.489,38,171.029,0
0.872,0.361,0.489,54,100.001,0
0.549,0.9,0.357,39,126.017,0
0.741,0.742,0.845,54,102.8,0
0.62,0.678,0.719,16,159.172,0
0.527,0.716,0.331,58,99.426,0
0.37,0.792,0.0353,40,125.035,0
0.611,0.751,0.544,14,121.032,0
0.513,0.56,0.0379,47,85.017,0
0.675,0.889,0.65,32,115.013,0
0.703,0.719,0.462,51,112.009,0
0.459,0.539,0.262,43,187.981,0
0.0985,0.0958,0.0276,34,87.92,0
0.612,0.628,0.366,37,172.176,0
0.638,0.899,0.343,41,114.993,0
0.736,0.827,0.878,52,117.024,0
0.437,0.926,0.418,35,152.323,0
0.604,0.808,0.448,32,150.831,0
0.619,0.885,0.791,16,125.556,0
0.514,0.636,0.234,18,107.065,0
0.118,0.404,0.228,18,86.959,0
0.658,0.714,0.829,37,97.104,0
0.709,0.434,0.345,30,87.968,0
0.551,0.676,0.336,17,120.035,0
0.505,0.622,0.193,56,85.994,0
0.714,0.715,0.819,17,142.03,0
0.605,0.789,0.434,33,136.041,0
0.693,0.52,0.325,26,120.028,0
0.622,0.719,0.233,16,113.01,0
0.851,0.541,0.448,81,124.959,0
0.659,0.628,0.262,70,94.05,0
0.56,0.442,0.212,83,146.448,0
0.425,0.587,0.194,70,144.642,0
0.76,0.943,0.686,61,127.976,0
0.638,0.847,0.333,51,123.042,0
0.565,0.879,0.198,33,128.011,0
0.649,0.792,0.235,55,128.032,0
0.621,0.746,0.618,54,121.021,0
0.936,0.648,0.663,55,115.026,0
0.619,0.631,0.443,46,121.0,0
0.639,0.554,0.327,67,123.888,0
0.587,0.677,0.239,59,94.988,0
0.602,0.691,0.206,62,127.967,0
0.841,0.639,0.675,74,99.002,0
0.762,0.821,0.769,64,122.999,0
0.71,0.729,0.532,49,124.995,0
0.624,0.729,0.33,33,132.053,0
0.509,0.806,0.332,23,175.973,0
0.554,0.926,0.392,25,127.058,0
0.771,0.949,0.791,30,132.993,0
0.773,0.694,0.829,51,95.019,0
0.651,0.976,0.685,40,134.997,0
0.81,0.612,0.629,61,127.994,0
0.611,0.777,0.544,47,150.024,0
0.52,0.588,0.539,24,170.019,0
0.759,0.656,0.554,68,132.019,0
0.827,0.91,0.934,38,128.004,0
0.869,0.63,0.844,59,124.017,0
0.437,0.55,0.379,27,169.944,0
0.534,0.726,0.178,27,129.937,0
0.774,0.878,0.972,51,125.007,0
0.605,0.668,0.416,53,144.027,0
0.426,0.705,0.292,60,109.977,0
0.781,0.419,0.573,15,130.042,0
0.862,0.517,0.883,11,118.98,0
0.764,0.59,0.281,72,99.996,0
0.551,0.73,0.672,61,126.967,0
0.697,0.777,0.769,38,188.085,0
0.596,0.616,0.484,33,94.1,0
0.532,0.599,0.341,50,174.165,0
0.863,0.412,0.805,54,118.033,0
0.777,0.846,0.793,17,106.046,0
0.561,0.668,0.431,34,161.225,0
0.596,0.857,0.588,34,107.004,0
0.697,0.873,0.797,22,100.025,0
0.534,0.858,0.0568,19,128.01,0
0.619,0.681,0.311,14,128.002,0
0.837,0.843,0.409,31,129.006,0
0.719,0.822,0.631,13,126.023,0
0.564,0.804,0.681,56,169.557,0
0.63,0.717,0.488,49,128.05,0
0.59,0.799,0.326,65,108.007,0
0.71,0.891,0.655,45,114.042,0
0.707,0.716,0.597,62,127.017,0
0.827,0.951,0.865,60,129.995,0
0.764,0.883,0.844,52,137.015,0
0.824,0.862,0.773,45,128.001,0
0.573,0.887,0.764,55,159.937,0
0.708,0.478,0.625,63,109.002,0
0.678,0.82,0.783,49,105.013,0
0.611,0.907,0.606,30,115.095,0
0.681,0.767,0.324,28,100.065,0
0.614,0.61,0.247,20,93.039,0
0.447,0.655,0.332,26,157.623,0
0.238,0.656,0.51,23,74.994,0
0.579,0.758,0.288,69,109.054,0
0.493,0.862,0.534,18,130.156,0
0.483,0.679,0.377,18,108.007,0
0.738,0.823,0.886,18,112.057,0
0.563,0.986,0.435,16,130.014,0
0.697,0.6,0.498,55,99.979,0
0.559,0.719,0.602,13,146.992,0
0.475,0.707,0.445,33,128.03,0
0.691,0.94,0.706,32,120.713,0
0.789,0.796,0.724,20,133.762,0
0.516,0.58,0.235,34,135.903,0
